ENTIDAD,MUN,LOC,AGEB,MZA,NOM_LOC,GRAPROES,PEA,POCUPADA,P15YM_SE,VPH_C_SERV,VPH_SNBIEN,P_18A24,P_60YMAS,REL_H_M,POBTOT,TOTHOG,POBHOG,VIVPAR_HAB,VPH_NDACMM,VPH_AUTOM,VPH_MOTO,VPH_BICI
14,039,0001,.,014,Guadalajara,10.52,53.0,53.0,,30.0,0.0,20.0,16.0,75.44,100.0,30.0,100.0,30.0,15.0,14.0,,7.0
14,039,0001,.,015,Guadalajara,11.85,67.0,60.0,,32.0,0.0,13.0,20.0,85.71,117.0,33.0,117.0,32.0,17.0,16.0,3.0,7.0
14,039,0001,.,016,Guadalajara,11.34,166.0,165.0,,93.0,0.0,29.0,37.0,87.66,289.0,93.0,289.0,91.0,44.0,45.0,9.0,19.0
14,039,0001,.,017,Guadalajara,10.08,71.0,65.0,5.0,40.0,0.0,6.0,26.0,101.43,141.0,40.0,137.0,37.0,22.0,17.0,,8.0
14,039,0001,.,018,Guadalajara,12.51,51.0,51.0,,17.0,0.0,18.0,8.0,84.09,81.0,17.0,81.0,16.0,3.0,13.0,3.0,6.0
14,039,0001,.,019,Guadalajara,11.29,50.0,50.0,,24.0,0.0,10.0,12.0,75.56,79.0,24.0,79.0,24.0,13.0,10.0,,7.0
14,039,0001,.,020,Guadalajara,,,,,,,,,,4.0,,,,,,,
14,039,0001,.,021,Guadalajara,10.04,28.0,26.0,,17.0,0.0,5.0,19.0,66.67,65.0,17.0,58.0,17.0,8.0,9.0,0.0,4.0
14,039,0001,.,022,Guadalajara,10.24,125.0,121.0,5.0,64.0,0.0,25.0,37.0,92.37,227.0,67.0,227.0,67.0,41.0,21.0,5.0,21.0
14,039,0001,.,023,Guadalajara,12.0,165.0,158.0,4.0,92.0,0.0,43.0,66.0,107.38,309.0,93.0,309.0,93.0,51.0,38.0,9.0,20.0
14,039,0001,.,024,Guadalajara,10.54,214.0,209.0,,106.0,0.0,58.0,62.0,97.1,408.0,107.0,408.0,105.0,60.0,44.0,7.0,16.0
14,039,0001,.,025,Guadalajara,11.38,51.0,51.0,0.0,32.0,0.0,11.0,8.0,67.8,99.0,32.0,99.0,31.0,22.0,7.0,4.0,9.0
14,039,0001,.,026,Guadalajara,9.59,60.0,59.0,23.0,30.0,,15.0,40.0,80.28,128.0,30.0,104.0,30.0,17.0,12.0,,5.0
14,039,0001,.,027,Guadalajara,10.41,107.0,107.0,,48.0,0.0,18.0,37.0,85.71,169.0,49.0,166.0,48.0,30.0,17.0,,9.0
14,039,0001,.,028,Guadalajara,10.1,84.0,83.0,4.0,46.0,0.0,16.0,40.0,91.21,174.0,46.0,163.0,46.0,21.0,25.0,4.0,5.0
14,039,0001,.,029,Guadalajara,10.65,81.0,79.0,8.0,44.0,0.0,11.0,32.0,82.28,144.0,44.0,144.0,44.0,26.0,16.0,7.0,7.0
14,039,0001,.,030,Guadalajara,10.59,51.0,50.0,6.0,31.0,0.0,10.0,22.0,83.87,114.0,31.0,114.0,31.0,19.0,12.0,,6.0
14,039,0001,.,031,Guadalajara,10.03,71.0,70.0,9.0,41.0,0.0,10.0,30.0,95.45,129.0,41.0,126.0,39.0,22.0,18.0,,9.0
14,039,0001,.,032,Guadalajara,11.5,72.0,71.0,,41.0,0.0,13.0,14.0,75.64,137.0,41.0,137.0,41.0,25.0,13.0,3.0,6.0
14,039,0001,.,033,Guadalajara,11.04,75.0,75.0,,39.0,0.0,15.0,24.0,82.43,135.0,39.0,135.0,39.0,18.0,19.0,3.0,8.0
14,039,0001,.,034,Guadalajara,10.19,105.0,104.0,,47.0,0.0,26.0,37.0,111.69,163.0,47.0,163.0,47.0,29.0,17.0,3.0,10.0
14,039,0001,.,035,Guadalajara,10.51,66.0,66.0,7.0,35.0,0.0,16.0,30.0,87.93,109.0,35.0,109.0,32.0,16.0,19.0,3.0,4.0
14,039,0001,.,036,Guadalajara,11.22,35.0,34.0,0.0,20.0,0.0,9.0,13.0,70.0,68.0,20.0,68.0,19.0,12.0,7.0,,3.0
14,039,0001,.,037,Guadalajara,11.23,93.0,92.0,,48.0,0.0,19.0,33.0,107.89,158.0,48.0,154.0,46.0,18.0,28.0,6.0,14.0
14,039,0001,.,038,Guadalajara,11.99,56.0,56.0,0.0,38.0,0.0,14.0,35.0,81.25,116.0,38.0,116.0,38.0,15.0,22.0,3.0,7.0
14,039,0001,.,039,Guadalajara,13.61,58.0,58.0,0.0,35.0,0.0,17.0,36.0,78.46,116.0,35.0,116.0,35.0,7.0,28.0,,7.0
14,039,0001,.,040,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,.,041,Guadalajara,7.32,10.0,10.0,7.0,7.0,0.0,,19.0,36.36,30.0,7.0,14.0,7.0,5.0,,,0.0
14,039,0001,.,042,Guadalajara,10.48,69.0,68.0,,37.0,0.0,14.0,22.0,112.0,106.0,37.0,106.0,36.0,18.0,14.0,10.0,11.0
14,039,0001,1664,001,Guadalajara,11.11,88.0,88.0,,53.0,0.0,15.0,36.0,68.75,162.0,53.0,162.0,53.0,24.0,27.0,9.0,18.0
14,039,0001,1664,002,Guadalajara,9.75,53.0,53.0,0.0,33.0,,8.0,9.0,95.74,92.0,33.0,92.0,33.0,22.0,10.0,4.0,8.0
14,039,0001,1664,003,Guadalajara,11.74,59.0,59.0,0.0,31.0,0.0,14.0,15.0,108.89,94.0,31.0,94.0,31.0,16.0,15.0,5.0,14.0
14,039,0001,1664,004,Guadalajara,10.59,57.0,57.0,0.0,25.0,0.0,7.0,13.0,97.44,77.0,26.0,77.0,26.0,22.0,3.0,,10.0
14,039,0001,1664,005,Guadalajara,12.78,37.0,37.0,0.0,17.0,0.0,7.0,8.0,86.67,56.0,17.0,56.0,17.0,7.0,10.0,4.0,6.0
14,039,0001,1664,006,Guadalajara,11.09,81.0,81.0,0.0,40.0,0.0,12.0,36.0,80.0,126.0,40.0,126.0,40.0,15.0,25.0,9.0,25.0
14,039,0001,1664,007,Guadalajara,12.37,36.0,36.0,,24.0,0.0,8.0,14.0,70.73,70.0,24.0,70.0,24.0,13.0,11.0,,5.0
14,039,0001,1664,008,Guadalajara,12.07,75.0,73.0,0.0,38.0,0.0,19.0,23.0,75.68,130.0,38.0,130.0,37.0,17.0,20.0,,11.0
14,039,0001,1664,009,Guadalajara,10.79,58.0,58.0,0.0,29.0,0.0,13.0,18.0,91.07,107.0,29.0,107.0,29.0,13.0,15.0,4.0,12.0
14,039,0001,1664,010,Guadalajara,10.59,75.0,75.0,,44.0,0.0,16.0,28.0,85.0,148.0,44.0,148.0,44.0,18.0,22.0,6.0,10.0
14,039,0001,1664,011,Guadalajara,11.78,86.0,86.0,,45.0,0.0,26.0,19.0,83.95,149.0,45.0,149.0,45.0,18.0,22.0,8.0,17.0
14,039,0001,1664,012,Guadalajara,11.05,54.0,54.0,0.0,26.0,0.0,13.0,16.0,87.23,88.0,26.0,88.0,26.0,16.0,9.0,3.0,4.0
14,039,0001,1664,013,Guadalajara,10.77,97.0,96.0,,41.0,0.0,24.0,22.0,78.22,180.0,41.0,180.0,41.0,24.0,17.0,3.0,13.0
14,039,0001,1664,014,Guadalajara,11.09,50.0,50.0,,27.0,0.0,6.0,23.0,97.92,95.0,27.0,95.0,27.0,11.0,16.0,0.0,9.0
14,039,0001,1664,015,Guadalajara,11.36,64.0,63.0,,33.0,0.0,11.0,30.0,66.13,103.0,33.0,98.0,33.0,16.0,16.0,7.0,5.0
14,039,0001,1664,016,Guadalajara,11.22,36.0,36.0,,19.0,0.0,12.0,10.0,75.68,65.0,19.0,65.0,19.0,8.0,10.0,,7.0
14,039,0001,1664,017,Guadalajara,11.16,66.0,65.0,,30.0,0.0,10.0,10.0,109.43,111.0,30.0,111.0,30.0,14.0,16.0,,12.0
14,039,0001,1664,018,Guadalajara,11.12,41.0,41.0,0.0,23.0,0.0,11.0,23.0,82.22,82.0,23.0,82.0,23.0,11.0,10.0,6.0,13.0
14,039,0001,1664,019,Guadalajara,12.45,15.0,15.0,0.0,11.0,0.0,,13.0,84.21,35.0,12.0,35.0,12.0,4.0,7.0,,
14,039,0001,1664,020,Guadalajara,10.98,102.0,99.0,,62.0,0.0,22.0,39.0,62.71,192.0,62.0,178.0,62.0,46.0,10.0,6.0,13.0
14,039,0001,1664,021,Guadalajara,,,,,,,,,,16.0,,,,,,,
14,039,0001,1679,001,Guadalajara,12.05,52.0,52.0,,28.0,0.0,8.0,21.0,73.08,90.0,28.0,90.0,28.0,10.0,17.0,3.0,6.0
14,039,0001,1679,002,Guadalajara,11.22,75.0,75.0,,43.0,0.0,10.0,32.0,95.45,129.0,43.0,129.0,43.0,24.0,18.0,5.0,12.0
14,039,0001,1679,003,Guadalajara,10.51,38.0,38.0,,26.0,0.0,13.0,13.0,110.81,78.0,26.0,78.0,26.0,13.0,10.0,5.0,5.0
14,039,0001,1679,004,Guadalajara,9.76,52.0,49.0,0.0,32.0,0.0,8.0,19.0,78.33,107.0,32.0,107.0,32.0,20.0,11.0,3.0,4.0
14,039,0001,1679,005,Guadalajara,10.91,89.0,89.0,,44.0,0.0,21.0,25.0,91.03,149.0,44.0,149.0,44.0,25.0,17.0,7.0,7.0
14,039,0001,1679,006,Guadalajara,10.43,94.0,94.0,,45.0,0.0,26.0,22.0,73.79,179.0,45.0,179.0,45.0,20.0,21.0,7.0,6.0
14,039,0001,1679,007,Guadalajara,11.35,51.0,50.0,0.0,27.0,0.0,12.0,17.0,79.25,95.0,27.0,95.0,27.0,8.0,18.0,4.0,6.0
14,039,0001,1679,008,Guadalajara,10.68,60.0,57.0,,34.0,0.0,20.0,23.0,90.2,97.0,34.0,97.0,32.0,23.0,11.0,,4.0
14,039,0001,1679,009,Guadalajara,11.19,19.0,19.0,0.0,12.0,0.0,4.0,8.0,133.33,28.0,12.0,28.0,12.0,8.0,4.0,0.0,4.0
14,039,0001,1679,010,Guadalajara,10.28,111.0,111.0,5.0,63.0,0.0,31.0,36.0,99.04,207.0,63.0,207.0,63.0,38.0,24.0,4.0,21.0
14,039,0001,1679,011,Guadalajara,10.32,71.0,71.0,7.0,43.0,0.0,15.0,22.0,86.42,151.0,43.0,151.0,43.0,21.0,19.0,8.0,18.0
14,039,0001,1679,012,Guadalajara,9.95,41.0,41.0,3.0,27.0,0.0,9.0,18.0,125.0,90.0,27.0,90.0,27.0,12.0,12.0,3.0,5.0
14,039,0001,1679,013,Guadalajara,10.69,38.0,38.0,0.0,24.0,0.0,12.0,12.0,76.09,81.0,24.0,81.0,24.0,8.0,14.0,5.0,6.0
14,039,0001,1679,014,Guadalajara,10.22,62.0,62.0,,39.0,0.0,10.0,26.0,95.52,131.0,40.0,131.0,40.0,22.0,16.0,3.0,5.0
14,039,0001,1679,015,Guadalajara,10.4,40.0,40.0,0.0,23.0,0.0,6.0,9.0,140.0,72.0,23.0,72.0,21.0,11.0,11.0,3.0,3.0
14,039,0001,1679,016,Guadalajara,11.03,45.0,44.0,0.0,23.0,0.0,7.0,20.0,95.24,82.0,23.0,82.0,23.0,8.0,14.0,3.0,5.0
14,039,0001,1679,017,Guadalajara,11.33,51.0,51.0,0.0,26.0,0.0,11.0,17.0,134.29,82.0,26.0,82.0,25.0,12.0,11.0,5.0,
14,039,0001,1683,001,Guadalajara,10.74,80.0,74.0,4.0,34.0,0.0,19.0,16.0,62.5,130.0,34.0,130.0,34.0,16.0,16.0,6.0,12.0
14,039,0001,1683,002,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,1683,003,Guadalajara,10.28,44.0,44.0,0.0,20.0,0.0,11.0,13.0,109.68,65.0,20.0,65.0,20.0,15.0,5.0,,9.0
14,039,0001,1683,004,Guadalajara,9.97,44.0,43.0,,27.0,0.0,9.0,7.0,85.71,78.0,27.0,78.0,27.0,17.0,9.0,3.0,6.0
14,039,0001,1683,005,Guadalajara,10.06,9.0,9.0,0.0,5.0,0.0,,4.0,92.31,25.0,5.0,25.0,5.0,3.0,,0.0,
14,039,0001,1683,006,Guadalajara,11.48,55.0,53.0,0.0,25.0,0.0,5.0,7.0,112.2,87.0,26.0,87.0,24.0,16.0,8.0,5.0,13.0
14,039,0001,1683,007,Guadalajara,11.64,51.0,50.0,,25.0,0.0,14.0,10.0,88.64,83.0,25.0,83.0,24.0,12.0,13.0,,5.0
14,039,0001,1683,008,Guadalajara,10.71,88.0,85.0,5.0,48.0,0.0,25.0,31.0,80.0,171.0,48.0,171.0,48.0,26.0,22.0,,6.0
14,039,0001,1683,009,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,1683,010,Guadalajara,7.83,53.0,53.0,4.0,0.0,0.0,,,3100.0,64.0,,,,,0.0,0.0,0.0
14,039,0001,1683,011,Guadalajara,11.15,86.0,86.0,,50.0,0.0,23.0,29.0,95.51,174.0,50.0,174.0,50.0,24.0,24.0,8.0,25.0
14,039,0001,1683,012,Guadalajara,11.15,74.0,74.0,,40.0,0.0,14.0,21.0,104.62,133.0,40.0,133.0,40.0,18.0,20.0,4.0,8.0
14,039,0001,1683,013,Guadalajara,12.35,66.0,64.0,,29.0,0.0,12.0,18.0,97.83,91.0,29.0,91.0,29.0,11.0,17.0,5.0,10.0
14,039,0001,1683,014,Guadalajara,12.92,170.0,169.0,0.0,94.0,0.0,33.0,24.0,84.96,246.0,94.0,246.0,94.0,33.0,59.0,6.0,14.0
14,039,0001,1683,015,Guadalajara,10.29,58.0,58.0,0.0,28.0,0.0,8.0,12.0,92.31,100.0,28.0,100.0,28.0,12.0,14.0,5.0,
14,039,0001,1683,016,Guadalajara,10.56,52.0,52.0,,24.0,0.0,8.0,13.0,85.37,76.0,24.0,76.0,24.0,15.0,8.0,,
14,039,0001,1683,017,Guadalajara,9.86,38.0,35.0,0.0,16.0,0.0,8.0,6.0,136.0,59.0,16.0,59.0,16.0,6.0,7.0,4.0,7.0
14,039,0001,1683,018,Guadalajara,10.87,40.0,38.0,3.0,19.0,0.0,7.0,17.0,119.35,68.0,19.0,68.0,16.0,12.0,5.0,3.0,6.0
14,039,0001,1683,019,Guadalajara,10.8,30.0,30.0,,17.0,0.0,12.0,17.0,90.32,59.0,17.0,59.0,17.0,8.0,8.0,,5.0
14,039,0001,1683,020,Guadalajara,10.1,36.0,35.0,,15.0,,4.0,7.0,106.45,64.0,15.0,64.0,13.0,9.0,5.0,,8.0
14,039,0001,1683,021,Guadalajara,11.72,47.0,44.0,,34.0,0.0,4.0,21.0,87.76,92.0,34.0,92.0,33.0,18.0,16.0,0.0,13.0
14,039,0001,1683,022,Guadalajara,10.39,68.0,64.0,,33.0,0.0,14.0,20.0,96.55,114.0,33.0,114.0,28.0,19.0,12.0,5.0,10.0
14,039,0001,1683,023,Guadalajara,9.28,87.0,87.0,3.0,55.0,0.0,16.0,32.0,85.39,165.0,55.0,165.0,54.0,40.0,12.0,5.0,17.0
14,039,0001,1683,024,Guadalajara,11.0,62.0,59.0,,37.0,0.0,9.0,12.0,74.58,103.0,37.0,103.0,36.0,22.0,14.0,,9.0
14,039,0001,1683,025,Guadalajara,10.72,102.0,100.0,0.0,46.0,0.0,22.0,28.0,94.19,167.0,46.0,167.0,46.0,25.0,18.0,6.0,16.0
14,039,0001,1683,026,Guadalajara,9.79,121.0,121.0,4.0,61.0,,17.0,34.0,92.79,214.0,62.0,201.0,61.0,37.0,23.0,9.0,19.0
14,039,0001,1683,027,Guadalajara,9.74,93.0,93.0,,39.0,0.0,19.0,27.0,84.34,153.0,39.0,153.0,39.0,16.0,23.0,3.0,24.0
14,039,0001,1683,028,Guadalajara,10.7,166.0,163.0,0.0,90.0,0.0,39.0,35.0,110.07,292.0,90.0,292.0,90.0,44.0,43.0,10.0,27.0
14,039,0001,1683,029,Guadalajara,10.74,54.0,54.0,3.0,25.0,0.0,11.0,14.0,105.56,111.0,26.0,100.0,26.0,10.0,15.0,,11.0
14,039,0001,1683,030,Guadalajara,9.32,78.0,77.0,6.0,29.0,0.0,17.0,20.0,92.75,133.0,29.0,133.0,29.0,19.0,9.0,4.0,7.0
14,039,0001,1698,001,Guadalajara,12.3,54.0,53.0,0.0,27.0,0.0,12.0,15.0,97.92,95.0,27.0,95.0,27.0,6.0,21.0,,7.0
14,039,0001,1698,002,Guadalajara,11.13,80.0,76.0,0.0,37.0,0.0,17.0,27.0,86.11,134.0,37.0,134.0,37.0,13.0,24.0,,19.0
14,039,0001,1698,003,Guadalajara,10.27,75.0,75.0,,47.0,0.0,24.0,28.0,86.42,151.0,47.0,151.0,47.0,33.0,13.0,4.0,11.0
14,039,0001,1698,004,Guadalajara,10.66,55.0,54.0,,31.0,,17.0,18.0,81.03,105.0,32.0,105.0,30.0,20.0,12.0,,9.0
14,039,0001,1698,005,Guadalajara,11.17,91.0,90.0,4.0,39.0,0.0,29.0,19.0,58.89,143.0,39.0,143.0,39.0,21.0,18.0,,12.0
14,039,0001,1698,006,Guadalajara,10.85,114.0,109.0,3.0,65.0,0.0,29.0,37.0,94.55,214.0,65.0,214.0,65.0,33.0,30.0,6.0,6.0
14,039,0001,1698,007,Guadalajara,9.41,127.0,127.0,9.0,65.0,0.0,37.0,47.0,82.35,248.0,65.0,248.0,65.0,29.0,31.0,9.0,22.0
14,039,0001,1698,008,Guadalajara,10.52,124.0,122.0,,61.0,0.0,23.0,23.0,107.0,207.0,61.0,207.0,59.0,39.0,20.0,5.0,23.0
14,039,0001,1698,009,Guadalajara,10.61,135.0,132.0,4.0,78.0,0.0,20.0,46.0,93.16,226.0,78.0,226.0,78.0,52.0,25.0,,23.0
14,039,0001,1698,010,Guadalajara,10.93,70.0,69.0,0.0,34.0,0.0,20.0,14.0,101.61,125.0,34.0,125.0,34.0,15.0,18.0,3.0,15.0
14,039,0001,1698,011,Guadalajara,11.17,117.0,117.0,,53.0,0.0,18.0,30.0,83.65,191.0,53.0,191.0,53.0,33.0,17.0,4.0,23.0
14,039,0001,1698,012,Guadalajara,10.45,71.0,71.0,6.0,44.0,0.0,11.0,25.0,98.46,129.0,44.0,129.0,44.0,27.0,16.0,3.0,16.0
14,039,0001,1698,013,Guadalajara,11.0,8.0,8.0,,4.0,0.0,,,83.33,11.0,4.0,11.0,4.0,3.0,,0.0,
14,039,0001,1698,014,Guadalajara,10.75,42.0,41.0,0.0,23.0,0.0,11.0,14.0,88.1,79.0,23.0,79.0,23.0,10.0,11.0,3.0,9.0
14,039,0001,1698,016,Guadalajara,11.6,44.0,44.0,,22.0,0.0,12.0,16.0,79.17,86.0,22.0,86.0,22.0,5.0,15.0,5.0,8.0
14,039,0001,1698,017,Guadalajara,10.09,57.0,56.0,3.0,26.0,0.0,11.0,18.0,95.83,94.0,26.0,94.0,26.0,11.0,15.0,,8.0
14,039,0001,1698,018,Guadalajara,10.93,13.0,13.0,0.0,4.0,0.0,3.0,0.0,100.0,20.0,4.0,17.0,4.0,,,0.0,3.0
14,039,0001,1698,019,Guadalajara,10.72,66.0,66.0,,30.0,0.0,13.0,11.0,94.0,97.0,30.0,92.0,30.0,20.0,10.0,3.0,14.0
14,039,0001,1698,020,Guadalajara,10.75,111.0,106.0,,60.0,0.0,31.0,31.0,93.58,211.0,60.0,211.0,60.0,30.0,25.0,8.0,18.0
14,039,0001,1698,021,Guadalajara,9.83,55.0,54.0,,39.0,0.0,12.0,24.0,86.89,114.0,39.0,114.0,39.0,22.0,16.0,4.0,6.0
14,039,0001,1698,022,Guadalajara,10.49,87.0,86.0,,40.0,0.0,10.0,36.0,73.56,151.0,41.0,151.0,40.0,14.0,23.0,6.0,24.0
14,039,0001,1698,024,Guadalajara,11.25,53.0,53.0,0.0,25.0,0.0,11.0,18.0,81.13,96.0,25.0,96.0,25.0,8.0,17.0,,7.0
14,039,0001,1698,025,Guadalajara,10.84,18.0,18.0,0.0,8.0,0.0,7.0,,114.29,30.0,8.0,30.0,8.0,6.0,,,4.0
14,039,0001,1700,001,Guadalajara,10.96,405.0,400.0,6.0,222.0,0.0,101.0,128.0,84.42,817.0,222.0,817.0,222.0,93.0,120.0,30.0,77.0
14,039,0001,1700,002,Guadalajara,8.83,18.0,18.0,,12.0,0.0,4.0,11.0,76.47,30.0,12.0,30.0,12.0,10.0,,0.0,
14,039,0001,1700,003,Guadalajara,10.64,161.0,160.0,5.0,78.0,0.0,30.0,39.0,89.63,311.0,78.0,311.0,78.0,34.0,41.0,15.0,33.0
14,039,0001,1700,004,Guadalajara,12.11,41.0,41.0,,17.0,0.0,12.0,5.0,71.05,65.0,17.0,65.0,17.0,5.0,12.0,3.0,9.0
14,039,0001,1700,005,Guadalajara,9.13,143.0,142.0,7.0,81.0,0.0,29.0,58.0,94.16,266.0,81.0,266.0,80.0,44.0,30.0,11.0,40.0
14,039,0001,1700,006,Guadalajara,9.54,190.0,187.0,8.0,104.0,0.0,42.0,56.0,91.58,364.0,104.0,364.0,104.0,60.0,39.0,11.0,25.0
14,039,0001,1700,007,Guadalajara,9.13,61.0,60.0,4.0,35.0,0.0,9.0,31.0,124.07,121.0,35.0,121.0,35.0,23.0,12.0,,12.0
14,039,0001,1700,008,Guadalajara,9.54,95.0,95.0,4.0,39.0,0.0,25.0,33.0,84.38,177.0,39.0,177.0,39.0,20.0,19.0,0.0,19.0
14,039,0001,1700,009,Guadalajara,10.54,131.0,131.0,3.0,57.0,0.0,26.0,27.0,108.08,206.0,57.0,206.0,57.0,22.0,33.0,4.0,18.0
14,039,0001,1700,010,Guadalajara,10.81,71.0,64.0,,37.0,0.0,20.0,18.0,77.46,126.0,37.0,126.0,37.0,20.0,16.0,4.0,12.0
14,039,0001,1700,011,Guadalajara,8.34,64.0,64.0,,28.0,0.0,11.0,20.0,90.57,101.0,28.0,101.0,28.0,15.0,12.0,,7.0
14,039,0001,1700,012,Guadalajara,9.02,71.0,63.0,6.0,34.0,,25.0,29.0,101.37,147.0,34.0,147.0,34.0,23.0,9.0,4.0,14.0
14,039,0001,1700,013,Guadalajara,9.18,27.0,26.0,0.0,17.0,0.0,6.0,18.0,80.0,63.0,17.0,63.0,17.0,12.0,5.0,,4.0
14,039,0001,1700,014,Guadalajara,10.21,87.0,84.0,0.0,32.0,0.0,16.0,20.0,127.42,141.0,32.0,141.0,32.0,16.0,15.0,,13.0
14,039,0001,1700,015,Guadalajara,9.62,74.0,74.0,,30.0,0.0,15.0,19.0,86.44,110.0,30.0,110.0,29.0,18.0,10.0,,11.0
14,039,0001,1700,016,Guadalajara,9.5,75.0,75.0,,36.0,0.0,14.0,25.0,87.69,122.0,36.0,122.0,34.0,23.0,12.0,,14.0
14,039,0001,1700,017,Guadalajara,11.03,24.0,24.0,0.0,13.0,0.0,4.0,7.0,85.0,37.0,13.0,37.0,13.0,6.0,7.0,3.0,
14,039,0001,1700,018,Guadalajara,10.09,9.0,9.0,0.0,7.0,0.0,0.0,5.0,100.0,18.0,7.0,18.0,6.0,4.0,3.0,,
14,039,0001,1700,019,Guadalajara,10.51,146.0,146.0,,74.0,0.0,37.0,42.0,92.59,260.0,74.0,260.0,74.0,31.0,40.0,11.0,25.0
14,039,0001,1700,020,Guadalajara,11.15,29.0,29.0,0.0,15.0,0.0,5.0,8.0,108.0,52.0,15.0,52.0,15.0,5.0,10.0,,6.0
14,039,0001,1700,022,Guadalajara,12.21,86.0,84.0,,44.0,0.0,24.0,19.0,112.82,166.0,44.0,166.0,44.0,12.0,29.0,5.0,20.0
14,039,0001,1700,023,Guadalajara,10.11,81.0,79.0,,46.0,0.0,24.0,20.0,105.33,154.0,46.0,154.0,46.0,30.0,15.0,3.0,10.0
14,039,0001,1700,025,Guadalajara,10.4,117.0,117.0,,68.0,0.0,32.0,15.0,83.19,218.0,68.0,218.0,64.0,36.0,25.0,10.0,19.0
14,039,0001,1700,026,Guadalajara,10.67,123.0,122.0,,75.0,0.0,26.0,25.0,96.55,228.0,75.0,228.0,75.0,45.0,25.0,9.0,16.0
14,039,0001,1715,001,Guadalajara,10.78,94.0,92.0,0.0,59.0,0.0,19.0,42.0,97.0,197.0,59.0,197.0,59.0,26.0,30.0,5.0,14.0
14,039,0001,1715,002,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,1715,003,Guadalajara,9.81,129.0,128.0,3.0,65.0,0.0,32.0,31.0,84.8,231.0,65.0,231.0,65.0,34.0,28.0,7.0,27.0
14,039,0001,1715,004,Guadalajara,8.29,71.0,71.0,10.0,35.0,0.0,21.0,18.0,95.89,143.0,36.0,143.0,36.0,23.0,8.0,8.0,20.0
14,039,0001,1715,005,Guadalajara,9.91,16.0,16.0,0.0,7.0,0.0,5.0,6.0,172.73,30.0,7.0,30.0,7.0,3.0,4.0,,
14,039,0001,1715,006,Guadalajara,10.14,45.0,43.0,3.0,22.0,0.0,9.0,7.0,118.92,81.0,22.0,81.0,22.0,12.0,9.0,,9.0
14,039,0001,1715,007,Guadalajara,10.31,90.0,88.0,4.0,40.0,0.0,20.0,37.0,85.88,158.0,40.0,158.0,39.0,21.0,14.0,9.0,24.0
14,039,0001,1715,008,Guadalajara,10.69,54.0,54.0,3.0,33.0,0.0,16.0,20.0,77.27,117.0,33.0,117.0,33.0,8.0,25.0,4.0,4.0
14,039,0001,1715,009,Guadalajara,11.45,41.0,41.0,0.0,22.0,0.0,7.0,18.0,102.22,91.0,22.0,91.0,22.0,10.0,12.0,,9.0
14,039,0001,1715,010,Guadalajara,12.13,41.0,41.0,0.0,19.0,0.0,8.0,13.0,75.61,72.0,19.0,72.0,19.0,3.0,13.0,4.0,6.0
14,039,0001,1715,011,Guadalajara,11.68,66.0,63.0,,41.0,0.0,17.0,28.0,100.0,140.0,41.0,140.0,41.0,11.0,29.0,8.0,19.0
14,039,0001,1715,012,Guadalajara,9.94,71.0,68.0,,37.0,0.0,13.0,24.0,142.0,121.0,37.0,121.0,35.0,20.0,14.0,5.0,17.0
14,039,0001,1715,013,Guadalajara,9.48,142.0,136.0,21.0,72.0,0.0,41.0,21.0,114.17,272.0,72.0,251.0,71.0,51.0,21.0,3.0,17.0
14,039,0001,1715,014,Guadalajara,11.82,95.0,95.0,,54.0,0.0,12.0,34.0,107.23,172.0,54.0,172.0,53.0,23.0,30.0,,15.0
14,039,0001,1715,015,Guadalajara,9.81,22.0,22.0,0.0,11.0,0.0,4.0,7.0,115.0,43.0,11.0,43.0,11.0,7.0,4.0,0.0,6.0
14,039,0001,1715,016,Guadalajara,10.82,53.0,53.0,,32.0,0.0,8.0,23.0,88.24,96.0,32.0,96.0,32.0,17.0,13.0,,14.0
14,039,0001,1715,017,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,039,0001,1715,018,Guadalajara,10.74,124.0,122.0,3.0,69.0,0.0,15.0,55.0,82.17,235.0,69.0,235.0,69.0,37.0,31.0,3.0,17.0
14,039,0001,1715,021,Guadalajara,11.12,31.0,31.0,,19.0,0.0,7.0,11.0,96.97,65.0,19.0,65.0,19.0,7.0,10.0,,8.0
14,039,0001,1715,022,Guadalajara,12.15,36.0,35.0,0.0,15.0,0.0,9.0,9.0,124.0,56.0,15.0,56.0,15.0,,12.0,,4.0
14,039,0001,1715,023,Guadalajara,10.83,31.0,31.0,3.0,20.0,0.0,7.0,13.0,102.94,69.0,20.0,69.0,20.0,8.0,11.0,,9.0
