ENTIDAD,MUN,LOC,AGEB,MZA,NOM_LOC,GRAPROES,PEA,POCUPADA,P15YM_SE,VPH_C_SERV,VPH_SNBIEN,P_18A24,P_60YMAS,REL_H_M,POBTOT,TOTHOG,POBHOG,VIVPAR_HAB,VPH_NDACMM,VPH_AUTOM,VPH_MOTO,VPH_BICI,ClaveGeo
14,039,0001,4832,012,Guadalajara,12.16,83.0,82.0,0.0,52.0,0.0,18.0,36.0,110.84,175.0,52.0,175.0,51.0,12.0,39.0,5.0,13.0,1403900014832012
14,039,0001,4832,013,Guadalajara,12.13,78.0,78.0,,45.0,0.0,21.0,40.0,92.05,169.0,45.0,169.0,45.0,11.0,32.0,5.0,4.0,1403900014832013
14,039,0001,4832,014,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014832014
14,039,0001,4832,015,Guadalajara,11.96,45.0,45.0,0.0,32.0,0.0,9.0,29.0,85.25,113.0,32.0,113.0,32.0,8.0,24.0,,,1403900014832015
14,039,0001,4832,016,Guadalajara,12.53,55.0,55.0,,41.0,0.0,8.0,39.0,65.0,132.0,41.0,132.0,41.0,11.0,30.0,,0.0,1403900014832016
14,039,0001,4832,017,Guadalajara,9.85,59.0,59.0,,36.0,0.0,22.0,29.0,109.86,149.0,36.0,149.0,36.0,11.0,24.0,,4.0,1403900014832017
14,039,0001,4832,018,Guadalajara,9.92,54.0,54.0,,36.0,0.0,12.0,31.0,88.57,132.0,36.0,132.0,36.0,19.0,17.0,0.0,,1403900014832018
14,039,0001,4832,019,Guadalajara,12.33,50.0,50.0,0.0,37.0,0.0,12.0,27.0,77.14,124.0,37.0,124.0,37.0,11.0,26.0,,,1403900014832019
14,039,0001,4832,020,Guadalajara,11.51,35.0,34.0,,31.0,0.0,10.0,28.0,96.0,98.0,31.0,98.0,23.0,7.0,22.0,6.0,3.0,1403900014832020
14,039,0001,4832,021,Guadalajara,13.19,348.0,347.0,3.0,221.0,0.0,58.0,36.0,93.53,598.0,221.0,598.0,221.0,60.0,156.0,27.0,62.0,1403900014832021
14,039,0001,4832,023,Guadalajara,10.55,22.0,22.0,0.0,12.0,0.0,4.0,4.0,89.47,36.0,12.0,36.0,12.0,4.0,8.0,,,1403900014832023
14,039,0001,4832,028,Guadalajara,8.81,19.0,19.0,,10.0,0.0,3.0,7.0,90.48,40.0,10.0,40.0,10.0,3.0,7.0,0.0,,1403900014832028
14,039,0001,4832,029,Guadalajara,7.08,7.0,7.0,0.0,6.0,0.0,0.0,3.0,110.0,21.0,6.0,21.0,6.0,3.0,3.0,0.0,0.0,1403900014832029
14,039,0001,4832,030,Guadalajara,10.74,146.0,146.0,7.0,90.0,0.0,43.0,14.0,84.91,294.0,90.0,294.0,90.0,16.0,69.0,29.0,33.0,1403900014832030
14,039,0001,4832,031,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014832031
14,039,0001,4847,001,Guadalajara,9.44,34.0,34.0,,14.0,0.0,6.0,9.0,120.83,53.0,14.0,53.0,14.0,7.0,7.0,,5.0,1403900014847001
14,039,0001,4847,002,Guadalajara,9.85,109.0,108.0,5.0,47.0,0.0,26.0,27.0,105.49,187.0,47.0,187.0,46.0,22.0,22.0,7.0,13.0,1403900014847002
14,039,0001,4847,003,Guadalajara,10.27,100.0,100.0,,51.0,0.0,26.0,33.0,87.74,199.0,51.0,199.0,51.0,20.0,27.0,6.0,11.0,1403900014847003
14,039,0001,4847,004,Guadalajara,9.42,95.0,94.0,3.0,51.0,0.0,17.0,37.0,111.25,169.0,51.0,169.0,51.0,23.0,27.0,3.0,7.0,1403900014847004
14,039,0001,4847,005,Guadalajara,9.65,108.0,107.0,5.0,62.0,0.0,27.0,35.0,79.46,201.0,62.0,201.0,62.0,36.0,24.0,6.0,9.0,1403900014847005
14,039,0001,4847,006,Guadalajara,11.39,83.0,82.0,,41.0,0.0,28.0,22.0,121.62,164.0,41.0,156.0,40.0,15.0,26.0,4.0,7.0,1403900014847006
14,039,0001,4847,007,Guadalajara,10.34,51.0,51.0,,25.0,,12.0,13.0,102.33,87.0,25.0,81.0,25.0,12.0,11.0,,6.0,1403900014847007
14,039,0001,4847,008,Guadalajara,10.16,125.0,124.0,9.0,61.0,0.0,26.0,27.0,99.13,229.0,61.0,229.0,61.0,29.0,30.0,5.0,23.0,1403900014847008
14,039,0001,4847,009,Guadalajara,10.01,52.0,52.0,,25.0,0.0,9.0,11.0,90.2,97.0,25.0,97.0,25.0,11.0,12.0,5.0,8.0,1403900014847009
14,039,0001,4847,010,Guadalajara,9.04,69.0,68.0,5.0,34.0,0.0,22.0,19.0,87.5,135.0,34.0,135.0,33.0,16.0,18.0,4.0,7.0,1403900014847010
14,039,0001,4847,011,Guadalajara,8.7,91.0,90.0,7.0,46.0,0.0,24.0,28.0,81.74,209.0,46.0,209.0,46.0,25.0,21.0,5.0,17.0,1403900014847011
14,039,0001,4847,012,Guadalajara,9.65,92.0,92.0,7.0,41.0,0.0,29.0,24.0,115.28,155.0,41.0,155.0,41.0,19.0,19.0,7.0,12.0,1403900014847012
14,039,0001,4847,013,Guadalajara,10.14,93.0,93.0,,41.0,0.0,20.0,31.0,91.57,159.0,41.0,159.0,40.0,19.0,22.0,,3.0,1403900014847013
14,039,0001,4847,014,Guadalajara,10.08,97.0,95.0,3.0,43.0,0.0,25.0,20.0,117.81,159.0,43.0,159.0,43.0,18.0,22.0,8.0,16.0,1403900014847014
14,039,0001,4847,015,Guadalajara,9.49,104.0,102.0,4.0,49.0,0.0,31.0,33.0,88.68,200.0,49.0,200.0,49.0,19.0,27.0,9.0,12.0,1403900014847015
14,039,0001,4847,016,Guadalajara,10.01,88.0,87.0,6.0,40.0,0.0,21.0,24.0,108.0,156.0,40.0,156.0,40.0,15.0,24.0,11.0,22.0,1403900014847016
14,039,0001,4847,017,Guadalajara,10.07,85.0,83.0,5.0,41.0,0.0,17.0,26.0,91.25,153.0,41.0,153.0,41.0,15.0,23.0,8.0,8.0,1403900014847017
14,039,0001,4847,018,Guadalajara,9.98,57.0,53.0,,46.0,0.0,22.0,17.0,102.35,172.0,46.0,172.0,46.0,20.0,26.0,,12.0,1403900014847018
14,039,0001,4847,019,Guadalajara,9.33,77.0,73.0,11.0,42.0,0.0,18.0,31.0,82.02,162.0,43.0,162.0,42.0,18.0,23.0,3.0,12.0,1403900014847019
14,039,0001,4847,020,Guadalajara,9.6,111.0,110.0,7.0,42.0,0.0,22.0,24.0,70.18,194.0,42.0,194.0,42.0,16.0,24.0,5.0,14.0,1403900014847020
14,039,0001,4847,021,Guadalajara,8.79,71.0,69.0,6.0,38.0,0.0,23.0,24.0,118.03,133.0,38.0,133.0,38.0,22.0,12.0,6.0,14.0,1403900014847021
14,039,0001,4847,022,Guadalajara,8.48,48.0,47.0,3.0,23.0,,13.0,19.0,116.98,115.0,23.0,115.0,22.0,8.0,15.0,0.0,8.0,1403900014847022
14,039,0001,4847,023,Guadalajara,9.25,114.0,112.0,3.0,61.0,,25.0,30.0,89.74,222.0,61.0,222.0,61.0,36.0,19.0,10.0,23.0,1403900014847023
14,039,0001,4847,024,Guadalajara,9.69,113.0,103.0,3.0,53.0,0.0,29.0,29.0,101.83,220.0,53.0,220.0,53.0,20.0,28.0,8.0,9.0,1403900014847024
14,039,0001,4847,025,Guadalajara,10.54,86.0,85.0,5.0,35.0,0.0,18.0,15.0,85.0,148.0,35.0,148.0,35.0,17.0,17.0,4.0,9.0,1403900014847025
14,039,0001,4847,026,Guadalajara,10.18,107.0,107.0,,37.0,0.0,36.0,12.0,80.46,157.0,37.0,157.0,36.0,13.0,22.0,9.0,8.0,1403900014847026
14,039,0001,4847,027,Guadalajara,9.29,87.0,83.0,5.0,47.0,,21.0,19.0,66.36,178.0,47.0,178.0,47.0,30.0,14.0,5.0,6.0,1403900014847027
14,039,0001,4851,001,Guadalajara,9.46,91.0,91.0,,47.0,,32.0,21.0,109.09,161.0,47.0,161.0,47.0,27.0,19.0,10.0,12.0,1403900014851001
14,039,0001,4851,002,Guadalajara,8.88,96.0,93.0,4.0,46.0,0.0,15.0,27.0,97.78,178.0,46.0,178.0,46.0,25.0,21.0,,7.0,1403900014851002
14,039,0001,4851,003,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014851003
14,039,0001,4851,004,Guadalajara,10.22,91.0,91.0,3.0,40.0,0.0,17.0,23.0,87.8,154.0,40.0,154.0,40.0,24.0,16.0,,7.0,1403900014851004
14,039,0001,4851,005,Guadalajara,10.24,89.0,88.0,,33.0,0.0,30.0,17.0,109.46,155.0,33.0,155.0,33.0,17.0,14.0,6.0,5.0,1403900014851005
14,039,0001,4851,006,Guadalajara,9.36,97.0,96.0,,43.0,0.0,21.0,13.0,91.4,178.0,43.0,178.0,43.0,26.0,15.0,5.0,20.0,1403900014851006
14,039,0001,4851,007,Guadalajara,9.16,45.0,45.0,4.0,19.0,0.0,12.0,10.0,86.67,84.0,19.0,84.0,19.0,14.0,4.0,,4.0,1403900014851007
14,039,0001,4851,008,Guadalajara,9.51,32.0,31.0,0.0,15.0,0.0,6.0,9.0,69.23,66.0,15.0,66.0,15.0,7.0,7.0,,7.0,1403900014851008
14,039,0001,4851,009,Guadalajara,10.42,76.0,72.0,0.0,43.0,0.0,19.0,20.0,92.5,154.0,43.0,154.0,42.0,23.0,18.0,6.0,7.0,1403900014851009
14,039,0001,4851,010,Guadalajara,9.8,78.0,75.0,3.0,37.0,0.0,24.0,23.0,95.06,158.0,37.0,158.0,37.0,17.0,19.0,6.0,13.0,1403900014851010
14,039,0001,4851,011,Guadalajara,9.31,59.0,56.0,5.0,35.0,0.0,11.0,15.0,74.19,108.0,35.0,108.0,35.0,24.0,11.0,,7.0,1403900014851011
14,039,0001,4851,012,Guadalajara,10.59,75.0,72.0,,38.0,0.0,20.0,25.0,90.63,122.0,39.0,122.0,38.0,21.0,18.0,3.0,10.0,1403900014851012
14,039,0001,4851,013,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014851013
14,039,0001,4851,014,Guadalajara,10.75,84.0,84.0,,38.0,0.0,16.0,18.0,79.27,147.0,38.0,147.0,38.0,15.0,21.0,6.0,9.0,1403900014851014
14,039,0001,4851,015,Guadalajara,9.27,99.0,99.0,7.0,47.0,0.0,18.0,31.0,118.82,186.0,47.0,186.0,47.0,26.0,21.0,,10.0,1403900014851015
14,039,0001,4851,016,Guadalajara,9.64,62.0,62.0,,36.0,0.0,12.0,17.0,94.52,142.0,36.0,142.0,36.0,14.0,19.0,5.0,12.0,1403900014851016
14,039,0001,4851,017,Guadalajara,9.39,95.0,92.0,3.0,45.0,,20.0,26.0,126.87,152.0,45.0,152.0,44.0,25.0,18.0,5.0,9.0,1403900014851017
14,039,0001,4851,018,Guadalajara,9.25,34.0,34.0,,17.0,0.0,6.0,7.0,100.0,68.0,17.0,68.0,17.0,7.0,9.0,,3.0,1403900014851018
14,039,0001,4851,019,Guadalajara,9.24,31.0,31.0,0.0,17.0,0.0,9.0,9.0,94.44,70.0,17.0,70.0,17.0,12.0,4.0,3.0,3.0,1403900014851019
14,039,0001,4851,020,Guadalajara,9.93,76.0,74.0,0.0,35.0,0.0,10.0,30.0,100.0,136.0,36.0,136.0,36.0,16.0,16.0,4.0,13.0,1403900014851020
14,039,0001,4851,021,Guadalajara,8.65,84.0,75.0,7.0,40.0,0.0,22.0,28.0,78.57,150.0,40.0,150.0,40.0,23.0,17.0,3.0,4.0,1403900014851021
14,039,0001,4851,022,Guadalajara,10.26,64.0,62.0,,27.0,0.0,16.0,9.0,117.02,102.0,27.0,102.0,27.0,19.0,6.0,,6.0,1403900014851022
14,039,0001,4851,023,Guadalajara,9.5,38.0,38.0,,18.0,0.0,9.0,11.0,120.59,75.0,18.0,75.0,18.0,12.0,4.0,4.0,4.0,1403900014851023
14,039,0001,4851,024,Guadalajara,10.19,61.0,61.0,5.0,27.0,0.0,17.0,23.0,87.3,118.0,27.0,118.0,27.0,11.0,16.0,0.0,7.0,1403900014851024
14,039,0001,4851,025,Guadalajara,8.0,19.0,18.0,,7.0,0.0,6.0,5.0,178.57,39.0,7.0,39.0,7.0,6.0,,0.0,,1403900014851025
14,039,0001,4851,026,Guadalajara,8.82,9.0,9.0,,6.0,0.0,4.0,4.0,78.57,25.0,6.0,25.0,6.0,4.0,,0.0,,1403900014851026
14,039,0001,4866,001,Guadalajara,15.0,,,,3.0,0.0,0.0,5.0,80.0,9.0,3.0,9.0,3.0,,,0.0,,1403900014866001
14,039,0001,4866,002,Guadalajara,12.78,89.0,86.0,,56.0,0.0,24.0,32.0,87.18,146.0,56.0,146.0,52.0,22.0,34.0,,15.0,1403900014866002
14,039,0001,4866,003,Guadalajara,10.89,48.0,47.0,,25.0,0.0,8.0,19.0,104.44,92.0,25.0,92.0,25.0,10.0,15.0,3.0,8.0,1403900014866003
14,039,0001,4866,004,Guadalajara,14.29,87.0,85.0,0.0,67.0,0.0,19.0,49.0,74.19,162.0,67.0,162.0,66.0,24.0,43.0,3.0,16.0,1403900014866004
14,039,0001,4866,005,Guadalajara,13.64,70.0,68.0,0.0,45.0,0.0,11.0,27.0,73.85,113.0,45.0,113.0,35.0,8.0,36.0,,,1403900014866005
14,039,0001,4866,006,Guadalajara,15.18,33.0,33.0,0.0,17.0,0.0,3.0,6.0,110.71,59.0,17.0,59.0,16.0,,15.0,,6.0,1403900014866006
14,039,0001,4866,007,Guadalajara,14.3,35.0,35.0,0.0,19.0,0.0,5.0,25.0,79.49,70.0,19.0,66.0,19.0,5.0,14.0,,7.0,1403900014866007
14,039,0001,4866,008,Guadalajara,11.63,8.0,8.0,0.0,8.0,0.0,0.0,34.0,86.36,41.0,8.0,17.0,8.0,,7.0,0.0,0.0,1403900014866008
14,039,0001,4866,009,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014866009
14,039,0001,4866,010,Guadalajara,14.51,445.0,439.0,6.0,326.0,0.0,53.0,99.0,104.79,684.0,326.0,684.0,219.0,70.0,253.0,27.0,62.0,1403900014866010
14,039,0001,4866,011,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014866011
14,039,0001,4866,012,Guadalajara,14.8,43.0,43.0,,30.0,0.0,9.0,21.0,94.44,70.0,30.0,70.0,30.0,11.0,19.0,0.0,4.0,1403900014866012
14,039,0001,4866,013,Guadalajara,12.73,28.0,28.0,0.0,13.0,0.0,4.0,12.0,92.86,54.0,13.0,54.0,11.0,3.0,10.0,,,1403900014866013
14,039,0001,4866,014,Guadalajara,11.24,46.0,44.0,0.0,28.0,0.0,13.0,22.0,80.85,85.0,28.0,85.0,27.0,11.0,17.0,,5.0,1403900014866014
14,039,0001,4866,015,Guadalajara,9.35,32.0,32.0,,13.0,,6.0,9.0,121.74,51.0,13.0,51.0,12.0,6.0,7.0,0.0,3.0,1403900014866015
14,039,0001,4866,016,Guadalajara,11.18,65.0,65.0,0.0,32.0,0.0,23.0,20.0,76.56,113.0,32.0,113.0,32.0,18.0,14.0,,14.0,1403900014866016
14,039,0001,4866,017,Guadalajara,14.4,23.0,23.0,0.0,17.0,0.0,,14.0,105.26,39.0,17.0,39.0,16.0,3.0,13.0,,4.0,1403900014866017
14,039,0001,4866,018,Guadalajara,12.98,26.0,26.0,0.0,17.0,0.0,4.0,15.0,183.33,51.0,17.0,51.0,15.0,4.0,13.0,3.0,9.0,1403900014866018
14,039,0001,4866,019,Guadalajara,9.74,132.0,129.0,4.0,57.0,0.0,29.0,41.0,96.03,247.0,57.0,247.0,56.0,28.0,29.0,0.0,18.0,1403900014866019
14,039,0001,4866,020,Guadalajara,10.32,40.0,36.0,,20.0,0.0,13.0,20.0,75.68,65.0,20.0,65.0,20.0,12.0,8.0,,7.0,1403900014866020
14,039,0001,4866,021,Guadalajara,11.5,43.0,42.0,0.0,18.0,0.0,8.0,8.0,80.49,74.0,18.0,74.0,17.0,6.0,11.0,5.0,7.0,1403900014866021
14,039,0001,4866,022,Guadalajara,10.84,42.0,41.0,4.0,29.0,0.0,9.0,28.0,80.0,81.0,29.0,81.0,28.0,12.0,16.0,,,1403900014866022
14,039,0001,4866,023,Guadalajara,11.2,38.0,35.0,0.0,27.0,0.0,6.0,17.0,84.21,70.0,27.0,70.0,27.0,13.0,13.0,3.0,3.0,1403900014866023
14,039,0001,4866,024,Guadalajara,11.05,79.0,77.0,,50.0,,12.0,35.0,112.12,140.0,51.0,140.0,50.0,31.0,20.0,,13.0,1403900014866024
14,039,0001,4866,025,Guadalajara,12.22,53.0,52.0,,30.0,0.0,10.0,19.0,115.38,84.0,30.0,84.0,30.0,9.0,19.0,3.0,15.0,1403900014866025
14,039,0001,4866,026,Guadalajara,13.11,45.0,44.0,,30.0,0.0,9.0,19.0,102.94,69.0,30.0,69.0,30.0,16.0,14.0,,14.0,1403900014866026
14,039,0001,4866,027,Guadalajara,12.53,21.0,21.0,0.0,13.0,0.0,,9.0,73.68,33.0,13.0,33.0,13.0,3.0,10.0,,6.0,1403900014866027
14,039,0001,4870,001,Guadalajara,13.5,21.0,20.0,0.0,16.0,0.0,0.0,12.0,85.71,39.0,16.0,39.0,15.0,3.0,13.0,,,1403900014870001
14,039,0001,4870,002,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014870002
14,039,0001,4870,003,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014870003
14,039,0001,4870,004,Guadalajara,15.64,9.0,9.0,0.0,8.0,0.0,,4.0,60.0,16.0,8.0,16.0,7.0,,6.0,0.0,,1403900014870004
14,039,0001,4870,005,Guadalajara,14.64,51.0,50.0,0.0,29.0,0.0,9.0,22.0,71.11,77.0,29.0,77.0,27.0,8.0,21.0,,5.0,1403900014870005
14,039,0001,4870,006,Guadalajara,14.04,57.0,57.0,0.0,30.0,0.0,6.0,26.0,72.73,95.0,30.0,95.0,30.0,5.0,24.0,,6.0,1403900014870006
14,039,0001,4870,007,Guadalajara,14.24,58.0,58.0,0.0,36.0,0.0,7.0,25.0,74.58,103.0,36.0,103.0,35.0,3.0,33.0,,6.0,1403900014870007
14,039,0001,4870,008,Guadalajara,14.76,35.0,35.0,0.0,25.0,0.0,6.0,14.0,66.67,65.0,25.0,65.0,21.0,4.0,20.0,,7.0,1403900014870008
14,039,0001,4870,009,Guadalajara,13.86,28.0,28.0,0.0,16.0,0.0,10.0,42.0,241.67,82.0,16.0,51.0,16.0,,14.0,,6.0,1403900014870009
14,039,0001,4870,010,Guadalajara,14.66,29.0,29.0,0.0,18.0,0.0,6.0,11.0,92.31,50.0,18.0,50.0,17.0,0.0,18.0,3.0,,1403900014870010
14,039,0001,4870,011,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1403900014870011
14,039,0001,4870,012,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1403900014870012
14,039,0001,4870,013,Guadalajara,15.11,71.0,70.0,0.0,44.0,0.0,6.0,8.0,96.43,110.0,44.0,110.0,43.0,8.0,36.0,,11.0,1403900014870013
14,039,0001,4870,014,Guadalajara,14.91,184.0,184.0,,130.0,0.0,35.0,57.0,95.48,303.0,130.0,303.0,113.0,23.0,106.0,8.0,25.0,1403900014870014
14,039,0001,4870,015,Guadalajara,13.36,10.0,10.0,0.0,6.0,0.0,,7.0,50.0,15.0,6.0,15.0,6.0,0.0,6.0,,0.0,1403900014870015
14,039,0001,4870,016,Guadalajara,15.14,29.0,28.0,0.0,15.0,0.0,4.0,15.0,48.57,52.0,15.0,52.0,14.0,,14.0,0.0,3.0,1403900014870016
14,039,0001,4870,017,Guadalajara,12.41,65.0,64.0,,40.0,0.0,16.0,26.0,86.57,125.0,40.0,120.0,40.0,17.0,22.0,3.0,9.0,1403900014870017
14,039,0001,4870,018,Guadalajara,14.08,36.0,35.0,,23.0,0.0,9.0,20.0,100.0,70.0,23.0,70.0,20.0,4.0,19.0,,7.0,1403900014870018
14,039,0001,4870,019,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014870019
14,039,0001,4870,020,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014870020
14,039,0001,4870,022,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014870022
14,039,0001,4870,023,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014870023
14,039,0001,4870,024,Guadalajara,15.68,69.0,69.0,0.0,42.0,0.0,8.0,21.0,113.33,96.0,42.0,96.0,42.0,7.0,35.0,0.0,10.0,1403900014870024
14,039,0001,4870,025,Guadalajara,14.81,36.0,35.0,0.0,24.0,0.0,6.0,15.0,76.47,60.0,24.0,60.0,24.0,3.0,21.0,,6.0,1403900014870025
14,039,0001,4870,026,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014870026
14,039,0001,4870,027,Guadalajara,12.0,57.0,55.0,,29.0,0.0,8.0,15.0,92.59,104.0,29.0,104.0,28.0,10.0,18.0,3.0,9.0,1403900014870027
14,039,0001,4870,028,Guadalajara,14.89,135.0,133.0,0.0,88.0,0.0,33.0,20.0,100.0,216.0,88.0,216.0,88.0,32.0,56.0,5.0,17.0,1403900014870028
14,039,0001,4885,001,Guadalajara,10.21,55.0,55.0,5.0,30.0,0.0,12.0,25.0,83.02,97.0,30.0,97.0,30.0,11.0,18.0,6.0,5.0,1403900014885001
14,039,0001,4885,002,Guadalajara,9.73,69.0,68.0,4.0,42.0,0.0,15.0,25.0,89.61,146.0,42.0,146.0,41.0,29.0,13.0,0.0,10.0,1403900014885002
14,039,0001,4885,003,Guadalajara,10.67,95.0,95.0,4.0,46.0,0.0,19.0,25.0,88.89,170.0,46.0,170.0,46.0,17.0,28.0,3.0,10.0,1403900014885003
14,039,0001,4885,004,Guadalajara,11.65,70.0,70.0,,35.0,0.0,15.0,16.0,103.08,132.0,35.0,132.0,35.0,13.0,22.0,0.0,9.0,1403900014885004
14,039,0001,4885,005,Guadalajara,10.47,73.0,71.0,,36.0,0.0,10.0,24.0,77.63,135.0,36.0,135.0,36.0,14.0,17.0,13.0,20.0,1403900014885005
14,039,0001,4885,006,Guadalajara,10.98,91.0,91.0,,35.0,0.0,24.0,24.0,115.07,157.0,35.0,157.0,35.0,13.0,21.0,7.0,24.0,1403900014885006
14,039,0001,4885,007,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014885007
14,039,0001,4885,008,Guadalajara,12.12,101.0,101.0,,54.0,0.0,17.0,30.0,106.82,182.0,54.0,182.0,54.0,20.0,33.0,6.0,16.0,1403900014885008
14,039,0001,4885,009,Guadalajara,12.35,86.0,86.0,0.0,53.0,0.0,22.0,32.0,100.0,186.0,53.0,186.0,52.0,15.0,38.0,6.0,10.0,1403900014885009
14,039,0001,4885,010,Guadalajara,11.73,42.0,42.0,,25.0,0.0,11.0,13.0,97.92,95.0,25.0,95.0,25.0,5.0,19.0,,7.0,1403900014885010
14,039,0001,4885,011,Guadalajara,11.88,30.0,30.0,0.0,11.0,0.0,9.0,3.0,46.88,47.0,11.0,47.0,11.0,3.0,8.0,4.0,4.0,1403900014885011
14,039,0001,4885,012,Guadalajara,11.37,52.0,52.0,0.0,26.0,0.0,12.0,16.0,136.36,78.0,26.0,78.0,26.0,12.0,12.0,6.0,12.0,1403900014885012
14,039,0001,4885,013,Guadalajara,11.69,123.0,123.0,0.0,53.0,0.0,28.0,24.0,96.97,195.0,53.0,195.0,52.0,11.0,40.0,14.0,20.0,1403900014885013
14,039,0001,4885,014,Guadalajara,12.63,100.0,98.0,,50.0,0.0,22.0,33.0,85.11,174.0,50.0,174.0,50.0,14.0,35.0,3.0,14.0,1403900014885014
14,039,0001,4885,015,Guadalajara,11.16,54.0,54.0,0.0,26.0,0.0,10.0,11.0,88.89,102.0,26.0,102.0,26.0,10.0,16.0,3.0,5.0,1403900014885015
14,039,0001,4885,016,Guadalajara,10.88,49.0,49.0,,27.0,0.0,10.0,11.0,88.0,94.0,27.0,94.0,27.0,13.0,14.0,,6.0,1403900014885016
14,039,0001,4885,017,Guadalajara,9.27,111.0,110.0,4.0,38.0,0.0,26.0,33.0,92.55,181.0,38.0,181.0,38.0,11.0,25.0,15.0,22.0,1403900014885017
14,039,0001,4885,018,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014885018
14,039,0001,4885,019,Guadalajara,10.7,64.0,64.0,0.0,30.0,0.0,15.0,22.0,76.27,104.0,30.0,104.0,30.0,13.0,15.0,,10.0,1403900014885019
14,039,0001,4885,020,Guadalajara,11.43,91.0,90.0,3.0,49.0,0.0,21.0,38.0,113.1,179.0,49.0,179.0,49.0,11.0,36.0,8.0,11.0,1403900014885020
14,039,0001,4885,021,Guadalajara,10.46,60.0,60.0,,23.0,0.0,10.0,17.0,97.73,87.0,23.0,87.0,23.0,6.0,15.0,4.0,5.0,1403900014885021
14,039,0001,4885,022,Guadalajara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403900014885022
14,039,0001,4885,023,Guadalajara,10.87,156.0,156.0,,85.0,0.0,30.0,45.0,105.69,253.0,85.0,253.0,84.0,46.0,37.0,5.0,11.0,1403900014885023
14,039,0001,4885,024,Guadalajara,11.47,100.0,95.0,0.0,49.0,0.0,25.0,36.0,81.82,160.0,49.0,160.0,49.0,16.0,31.0,3.0,11.0,1403900014885024
14,039,0001,4885,025,Guadalajara,10.24,25.0,24.0,0.0,12.0,0.0,7.0,8.0,73.08,45.0,12.0,45.0,12.0,4.0,7.0,3.0,,1403900014885025
14,039,0001,4885,026,Guadalajara,10.98,59.0,58.0,0.0,27.0,0.0,18.0,26.0,107.55,110.0,27.0,110.0,27.0,10.0,17.0,,7.0,1403900014885026
14,039,0001,.,001,Guadalajara,9.15,184.0,182.0,19.0,81.0,0.0,47.0,72.0,94.97,388.0,89.0,388.0,83.0,50.0,38.0,7.0,23.0,140390001.001
14,039,0001,.,002,Guadalajara,11.78,114.0,113.0,,63.0,0.0,26.0,39.0,96.46,222.0,63.0,222.0,60.0,21.0,41.0,3.0,10.0,140390001.002
14,039,0001,.,003,Guadalajara,10.7,102.0,101.0,5.0,50.0,0.0,21.0,34.0,105.1,201.0,50.0,201.0,48.0,16.0,29.0,9.0,13.0,140390001.003
